ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount,data_source,rsi14,macd_dif,macd_dea,macd_hist,bb_middle,bb_upper,bb_lower,kdj_k,kdj_d,kdj_j
000776.SZ,20260309,19.8,19.8,19.25,19.39,20.07,-0.6799999999999997,-3.3881415047334316,549278.0,,tushare_legacy_get_k_data,23.583822769068178,-0.5904443635856964,-0.44722718547709894,-0.28643435621719493,20.936,22.244975171651404,19.627024828348596,11.20578479991909,11.961353002716946,9.694648394323384
000776.SZ,20260310,19.57,19.68,19.37,19.52,19.39,0.129999999999999,0.6704486848891129,367021.0,,tushare_legacy_get_k_data,26.58473316823448,-0.6210521647484946,-0.4819921813313781,-0.2781199668342329,20.826,22.219949783887436,19.432050216112565,12.58415956358241,12.1689551896721,13.41456831140303
000776.SZ,20260311,19.47,19.67,19.39,19.53,19.52,0.0100000000000015,0.0512295081967293,299483.0,,tushare_legacy_get_k_data,26.822792321766556,-0.6371573974002729,-0.5130252245451571,-0.2482643457102316,20.731,22.20407705161673,19.257922948383275,13.69247001208526,12.676793463809819,15.72382310863614
000776.SZ,20260312,19.5,19.59,19.36,19.49,19.53,-0.0400000000000027,-0.2048131080389283,272629.0,,tushare_legacy_get_k_data,26.453285217556186,-0.6457052873992453,-0.5395612371159747,-0.21228810056654113,20.624499999999998,22.132657485145312,19.116342514854683,13.673767886844683,13.009118271488106,15.003067117557833
000776.SZ,20260313,19.44,19.55,19.29,19.32,19.49,-0.1699999999999981,-0.872242175474593,289737.0,,tushare_legacy_get_k_data,24.88430341322821,-0.6586051409608409,-0.563370017884948,-0.19047024615178576,20.517,22.07446075391961,18.95953924608039,10.441602833654034,12.15327979221008,7.018248916541943
000776.SZ,20260316,19.32,19.35,18.96,19.07,19.32,-0.25,-1.2939958592132503,390596.0,,tushare_legacy_get_k_data,22.74757570285155,-0.681149412087894,-0.5869258967255372,-0.1884470307247137,20.406,22.041743256137664,18.770256743862333,9.42191866762617,11.242826084015443,5.780103834847623
000776.SZ,20260317,19.11,20.08,19.11,19.53,19.07,0.4600000000000008,2.4121657052962813,909683.0,,tushare_legacy_get_k_data,33.98062376978376,-0.6543547594143568,-0.6004116692633011,-0.10788618030211139,20.297,21.859537679545635,18.734462320454366,21.241909033010632,14.575853733680505,34.57401963167089
000776.SZ,20260318,19.52,19.54,19.26,19.47,19.53,-0.0600000000000022,-0.3072196620583833,390468.0,,tushare_legacy_get_k_data,33.3004594777924,-0.630691088408998,-0.6064675530924406,-0.04844707063311482,20.189500000000002,21.666665867463728,18.712334132536277,27.98241090005581,19.044706122472274,45.857820455222885
000776.SZ,20260319,19.29,19.33,19.03,19.11,19.47,-0.3599999999999994,-1.848998459167948,365401.0,,tushare_legacy_get_k_data,29.486767754542427,-0.6336817611152412,-0.6119103946970007,-0.043542732836481024,20.07,21.489323782651393,18.650676217348607,23.119226314322887,20.40287951975581,28.55191990345704
000776.SZ,20260320,19.2,19.33,19.06,19.06,19.11,-0.0500000000000007,-0.2616431187859797,330911.0,,tushare_legacy_get_k_data,28.990177244401835,-0.6327920401743725,-0.6160867237924751,-0.033410632763794856,19.9665,21.363257316071714,18.569742683928286,18.389008019072342,19.731589019527988,15.703846018161052
000776.SZ,20260323,18.7,18.76,18.11,18.26,19.06,-0.7999999999999972,-4.1972717733473095,561612.0,,tushare_legacy_get_k_data,22.46977211198424,-0.688701323879684,-0.6306096438099169,-0.11618336013953412,19.823,21.299564932537635,18.346435067462366,14.797409745371446,18.08686259480914,8.218504046496058
000776.SZ,20260324,18.5,18.67,18.22,18.36,18.26,0.0999999999999978,0.5476451259583672,403232.0,,tushare_legacy_get_k_data,24.74820005689986,-0.7166792376216833,-0.6478235625722703,-0.13771135009882607,19.691499999999998,21.197079954701795,18.1859200452982,14.095058273564046,16.75626115439411,8.772652511903914
000776.SZ,20260325,18.4,18.77,18.35,18.65,18.36,0.2899999999999991,1.5795206971677516,348904.0,,tushare_legacy_get_k_data,31.07419401255116,-0.7072980676175895,-0.6597184635813341,-0.09515920807251077,19.578500000000002,21.039900355823097,18.117099644176907,18.53376135327281,17.34876122068701,20.903761618444406
000776.SZ,20260326,18.6,18.61,18.03,18.12,18.65,-0.5299999999999976,-2.8418230563002553,408747.0,,tushare_legacy_get_k_data,26.66276216499901,-0.7341669735389651,-0.6746081655728604,-0.11911761593220938,19.444,20.922328786163575,17.965671213836423,13.819255536328212,16.172259325900743,9.113247957183148
000776.SZ,20260327,18.0,18.35,17.96,18.29,18.12,0.1699999999999981,0.9381898454746034,271846.0,,tushare_legacy_get_k_data,30.090996859700113,-0.7332902818985758,-0.6863445888380035,-0.09389138612114456,19.316499999999998,20.729656396157154,17.903343603842842,14.401516269501805,15.58201164043443,12.040525527636554
000776.SZ,20260330,18.01,18.24,18.0,18.18,18.29,-0.1099999999999994,-0.6014215418261314,253510.0,,tushare_legacy_get_k_data,29.141726919928672,-0.7330217595945818,-0.6956800229893192,-0.07468347321052526,19.192,20.543644923787262,17.840355076212738,14.242361057304981,15.135461446057946,12.45616027979905
000776.SZ,20260331,18.22,18.46,17.96,17.96,18.18,-0.2199999999999988,-1.2101210121012038,395443.0,,tushare_legacy_get_k_data,27.287625133388303,-0.7420077120960755,-0.7049455608106705,-0.07412430257081004,19.063499999999998,20.369796673807244,17.75720332619275,9.494907371536653,13.255276754550849,1.974168605508261
000776.SZ,20260401,18.31,18.58,18.17,18.43,17.96,0.4699999999999988,2.6169265033407507,412208.0,,tushare_legacy_get_k_data,36.572121195150956,-0.7030991824366062,-0.7045762851358577,0.002954205398502996,18.9865,20.250861894395694,17.722138105604305,17.765461362046327,14.758671623716008,23.77904083870697
000776.SZ,20260402,18.34,18.34,17.82,17.99,18.43,-0.4400000000000013,-2.38741182854043,454844.0,,tushare_legacy_get_k_data,32.401041572830536,-0.6997024804819034,-0.7036015242050668,0.007798087446326818,18.89,20.149237864741952,17.63076213525805,17.808553188732578,15.775298812054864,21.87506194208801
000776.SZ,20260403,17.99,18.09,17.83,17.84,17.99,-0.1499999999999985,-0.8337965536409038,232662.0,,tushare_legacy_get_k_data,31.09887577130752,-0.7010332412811309,-0.7030878676202796,0.004109252678297537,18.7785,19.994218306187694,17.56278169381231,12.574123178453283,14.708240267521003,8.30588900031784
000776.SZ,20260407,17.82,17.88,17.66,17.75,17.84,-0.0899999999999998,-0.5044843049327347,234795.0,,tushare_legacy_get_k_data,30.311732111239422,-0.7012663645137884,-0.7027235669989814,0.0029144049703859753,18.696499999999997,19.956599599238036,17.436400400761958,11.08545148833822,13.500644007793408,6.255066449427844
000776.SZ,20260408,18.21,18.63,18.16,18.61,17.75,0.8599999999999994,4.845070422535208,655628.0,,tushare_legacy_get_k_data,44.71226953750928,-0.6248533828355143,-0.687149530166288,0.12459229466154742,18.651,19.853262866431407,17.448737133568592,40.036349102191124,22.345879039259316,75.41728922805474
000776.SZ,20260409,18.4,18.43,18.1,18.14,18.61,-0.4699999999999988,-2.5255239118753297,389005.0,,tushare_legacy_get_k_data,39.864027490429855,-0.5953577033686557,-0.6687911648067616,0.14686692287621184,18.5815,19.732069858809044,17.430930141190952,43.18574476228552,29.292500946934716,70.97223239298712
000776.SZ,20260410,18.78,19.36,18.69,18.87,18.14,0.7300000000000004,4.0242557883131225,895050.0,,tushare_legacy_get_k_data,49.096443961329385,-0.5072302313832964,-0.6364789781220686,0.25849749347754436,18.5505,19.632876551852387,17.46812344814761,52.515986704268805,37.03366286604608,83.48063438071425
000776.SZ,20260413,18.67,19.53,18.6,19.37,18.87,0.5,2.649708532061473,827024.0,,tushare_legacy_get_k_data,54.27454919052133,-0.39251804984054317,-0.5876867924657635,0.39033748525044065,18.553,19.64268068717394,17.463319312826062,65.49194122530577,46.519755652465975,103.43631237098535
000776.SZ,20260414,19.5,19.89,19.39,19.63,19.37,0.259999999999998,1.3422818791946205,914836.0,,tushare_legacy_get_k_data,56.738931154669835,-0.2774299526222528,-0.5256354244970614,0.49641094374961714,18.580999999999996,19.748388538576535,17.413611461423457,73.10822987516646,55.38258039336613,108.55952883876712
000776.SZ,20260415,19.62,20.18,19.61,19.86,19.63,0.2300000000000004,1.1716760061130944,853765.0,,tushare_legacy_get_k_data,58.8516496122969,-0.1657520422361607,-0.45365874804488127,0.5758134116174412,18.5975,19.825813884965836,17.369186115034164,77.83934901730673,62.86816993467966,107.78170718256085
000776.SZ,20260416,19.85,20.13,19.77,19.88,19.86,0.0199999999999995,0.1007049345417904,543745.0,,tushare_legacy_get_k_data,59.03897731857212,-0.07477075014179846,-0.37788114846426474,0.6062207966449326,18.618,19.915607028340965,17.320392971659032,81.2579787099505,68.99810619310327,105.77772374364497
000776.SZ,20260417,19.84,20.24,19.76,20.11,19.88,0.2300000000000004,1.1569416498993983,633320.0,,tushare_legacy_get_k_data,61.225139389329,0.015710555631748946,-0.29916280764506203,0.629746726553622,18.668,20.106952396710838,17.22904760328916,85.82573257665952,74.60731498762202,108.26256775473453
000776.SZ,20260420,20.08,20.23,19.9,20.13,20.11,0.0199999999999995,0.0994530084535036,480721.0,,tushare_legacy_get_k_data,61.41797331562578,0.08801687148701731,-0.22172687181864617,0.6194874866113269,18.7215,20.288628265331166,17.154371734668832,88.8370927458104,79.35057424035148,107.8101297567282
000776.SZ,20260421,20.03,20.05,19.88,19.88,20.13,-0.25,-1.2419274714356685,347062.0,,tushare_legacy_get_k_data,57.56424821003217,0.12372105773844666,-0.1526372859072276,0.5527166872913485,18.802500000000002,20.432062824809123,17.17293717519088,86.95058519502624,81.88391122524305,97.0839331345926
000776.SZ,20260422,19.88,20.64,19.84,20.39,19.88,0.5100000000000016,2.5653923541247567,663947.0,,tushare_legacy_get_k_data,62.705250487587726,0.190968257134994,-0.0839161772987833,0.5497688688675546,18.904,20.65874670536801,17.14925329463199,87.21542280975605,83.66108175341405,94.32410492244006
000776.SZ,20260423,20.31,20.59,20.12,20.32,20.39,-0.0700000000000002,-0.3433055419323211,546758.0,,tushare_legacy_get_k_data,61.6021269522179,0.23589448735012652,-0.019954044369001334,0.5116970634382557,18.9875,20.842049810600916,17.132950189399086,86.24819036990272,84.5234512922436,89.69766852522093
000776.SZ,20260424,20.15,20.28,19.61,19.86,20.32,-0.4600000000000008,-2.2637795275590595,576371.0,,tushare_legacy_get_k_data,54.78185834625872,0.23170968780528511,0.03037870206585596,0.4026619714788583,19.074499999999997,20.921340274631213,17.22765972536878,70.03212691326844,79.69300983258522,50.7103610746349
000776.SZ,20260427,19.95,20.38,19.83,19.9,19.86,0.0399999999999991,0.2014098690835808,777049.0,,tushare_legacy_get_k_data,55.245866664353436,0.22898131565128566,0.07009922478294191,0.3177641817366875,19.155,20.99839360962327,17.31160639037673,56.07319787745401,71.8197391808748,24.580115270612424
000776.SZ,20260428,21.01,21.46,20.51,21.1,19.9,1.2000000000000028,6.03015075376886,1677400.0,,tushare_legacy_get_k_data,66.38886705591085,0.3199607241841811,0.12007152466318975,0.39977839904198265,19.301,21.27059792851229,17.331402071487705,64.22897876514953,69.28948570896638,54.107964877515855
000776.SZ,20260429,21.09,21.35,20.88,21.28,21.1,0.1799999999999997,0.8530805687203777,907455.0,,tushare_legacy_get_k_data,67.68844633404188,0.40195358586455043,0.1764479369034619,0.4510112979221771,19.467000000000002,21.51461422147824,17.419385778521765,72.90940926685646,70.49612689492974,77.73597401070987
000776.SZ,20260430,21.25,21.73,21.13,21.23,21.28,-0.0500000000000007,-0.2349624060150409,691752.0,,tushare_legacy_get_k_data,66.91448027128352,0.4576237357752113,0.23268309667781178,0.44988127819479906,19.607,21.733237051694832,17.480762948305166,74.07797095777852,71.69007491587934,78.85376304157688
000776.SZ,20260506,21.12,21.49,21.08,21.18,21.23,-0.0500000000000007,-0.2355157795572336,824306.0,,tushare_legacy_get_k_data,66.10053161995015,0.4920362607960982,0.28455372950146907,0.41496506258925825,19.7665,21.861983476432098,17.671016523567904,74.0708485630473,72.48366613160199,77.24521342593792
000776.SZ,20260507,21.3,21.38,20.82,21.17,21.18,-0.009999999999998,-0.0472143531633522,630771.0,,tushare_legacy_get_k_data,65.92780463508885,0.5125926691652154,0.33016151743421834,0.3648623034619941,19.933,21.915887793093688,17.95011220690631,73.90886759549068,72.95873328623155,75.80913621400893
000776.SZ,20260508,21.04,21.17,20.85,20.96,21.17,-0.2100000000000008,-0.9919697685403912,453346.0,,tushare_legacy_get_k_data,62.24912099443674,0.5061044686662015,0.365350107680615,0.28150872197117305,20.0935,21.85038673510843,18.336613264891568,70.49899349133341,72.1388200212655,67.21934043146922
000776.SZ,20260511,20.41,21.16,20.1,21.03,20.96,0.0700000000000002,0.3339694656488563,1093994.0,,tushare_legacy_get_k_data,62.99043337801202,0.5008375939884395,0.3924476049421799,0.21677997809251925,20.2145,21.87682938974199,18.552170610258013,69.32637301937952,71.2013376873035,65.57644368353155
000776.SZ,20260512,20.96,21.19,20.85,21.03,21.03,0.0,0.0,543846.0,,tushare_legacy_get_k_data,62.99043337801202,0.4910035742951706,0.41215879881277806,0.1576895509647851,20.358999999999998,21.756181448488338,18.96181855151166,67.27021359186708,69.8909629888247,62.028714797951835
000776.SZ,20260513,20.98,21.05,20.61,20.85,21.03,-0.1799999999999997,-0.8559201141226805,439636.0,,tushare_legacy_get_k_data,59.50564669911467,0.46334440132414656,0.42239591931505177,0.08189696401818958,20.458000000000002,21.689951297738663,19.22604870226134,60.18423237412816,66.65538611725918,47.241924887866105
000776.SZ,20260514,20.85,20.94,20.31,20.35,20.85,-0.5,-2.3980815347721824,411711.0,,tushare_legacy_get_k_data,51.05613320089696,0.396507791146572,0.4172182936813558,-0.041421005069567696,20.507,21.635576094022895,19.378423905977108,45.23529602037992,59.51535608496609,16.675175891207587
000776.SZ,20260515,20.4,20.45,19.76,19.94,20.35,-0.4100000000000001,-2.014742014742015,422708.0,,tushare_legacy_get_k_data,45.36739551858782,0.30691776560976436,0.39515818806703756,-0.1764808449145464,20.5225,21.610247672946247,19.434752327053754,33.20254929277443,50.744420487568874,-1.8811930968144566
000776.SZ,20260518,19.7,19.92,19.53,19.67,19.94,-0.2699999999999996,-1.354062186559677,375990.0,,tushare_legacy_get_k_data,42.045031169832306,0.21169005026770904,0.3584645605071719,-0.2935490204789257,20.512999999999998,21.626734259148012,19.399265740851984,24.51598524280201,42.00160873931325,-10.455261750220458
000776.SZ,20260519,19.64,19.73,19.0,19.51,19.67,-0.1600000000000001,-0.8134214539908498,698645.0,,tushare_legacy_get_k_data,40.16778099895412,0.12190548639268073,0.3111527456842737,-0.37849451858318595,20.494500000000002,21.66073282409645,19.328267175903555,23.486847304725174,35.83002159445056,-1.1995012747255913
000776.SZ,20260520,19.56,19.63,19.21,19.43,19.51,-0.0800000000000018,-0.4100461301896558,315173.0,,tushare_legacy_get_k_data,39.22475768269579,0.04379045217272548,0.25768028698196405,-0.42777966961847713,20.460500000000003,21.70650922950032,19.214490770499687,22.20279926859912,31.287614152500076,4.0331695007972
000776.SZ,20260521,19.6,20.3,19.32,19.32,19.43,-0.1099999999999994,-0.5661348430262452,847655.0,,tushare_legacy_get_k_data,37.90695358014134,-0.02668475073091514,0.20080727943938823,-0.45498406034060673,20.42,21.755769441183613,19.08423055881639,19.67249022777232,27.415906177590823,4.185658328135318
000776.SZ,20260522,19.65,19.66,18.91,19.05,19.32,-0.2699999999999996,-1.3975155279503084,530072.0,,tushare_legacy_get_k_data,34.81513219433633,-0.10313472735649398,0.1400188780802118,-0.48630721087341156,20.378500000000003,21.825721821283793,18.931278178716212,15.161777110912547,23.331196488698062,-1.1770616446584796
000776.SZ,20260525,19.15,19.23,18.82,19.0,19.05,-0.0500000000000007,-0.2624671916010536,417385.0,,tushare_legacy_get_k_data,34.257886144463995,-0.16584471215024976,0.07884616003411948,-0.4893817443687385,20.309000000000005,21.875893742408845,18.742106257591164,12.798434366916283,19.82027578143747,-1.2452484621260922
000776.SZ,20260526,18.86,19.63,18.81,19.15,19.0,0.1499999999999985,0.7894736842105189,789560.0,,tushare_legacy_get_k_data,37.49033781298528,-0.20112068642285053,0.02285279074272548,-0.447946954331152,20.2505,21.89673783214941,18.60426216785059,13.853103349462176,17.831218304112372,5.896873440161784
000776.SZ,20260527,19.0,19.39,18.6,18.87,19.15,-0.2799999999999976,-1.4621409921670891,578685.0,,tushare_legacy_get_k_data,34.11805424124597,-0.2488027667056798,-0.03147832074695558,-0.43464889191744843,20.201,21.947698600216988,18.454301399783013,14.100267097839644,16.587567902021462,9.125665489476006
000776.SZ,20260528,18.88,18.93,18.38,18.55,18.87,-0.3200000000000003,-1.6958134605193445,468688.0,,tushare_legacy_get_k_data,30.717376460939292,-0.3088522282753523,-0.08695310225263493,-0.44379825204543477,20.1335,22.020235540556754,18.24676445944325,12.351566954115345,15.175567586052757,6.703565690240524
000776.SZ,20260529,18.59,19.26,18.54,18.89,18.55,0.3399999999999998,1.8328840970350395,875927.0,,tushare_legacy_get_k_data,37.81012458198737,-0.3252573365903366,-0.13461394912017527,-0.3812867749403227,20.023000000000003,21.929138504936095,18.11686149506391,17.088544636076914,15.813226602727475,19.63918070277579
000776.SZ,20260601,18.9,19.38,18.68,19.0,18.89,0.1099999999999994,0.5823186871360477,769428.0,,tushare_legacy_get_k_data,39.951966688040336,-0.32562877659107414,-0.17281691461435505,-0.3056237239534382,19.909,21.773048282636477,18.04495171736352,22.156251979606843,17.927568395020597,30.61361914877933
000776.SZ,20260602,18.93,19.19,18.66,18.99,19.0,-0.0100000000000015,-0.0526315789473766,687816.0,,tushare_legacy_get_k_data,39.81770996511787,-0.32300664238548293,-0.20285486016858065,-0.24030356443380457,19.797000000000004,21.598222917908835,17.995777082091173,25.361112430848987,20.405416406963393,35.27250447862017
000776.SZ,20260603,18.99,19.43,18.76,19.28,18.99,0.2900000000000027,1.527119536598224,821458.0,,tushare_legacy_get_k_data,45.53390215896494,-0.2941373732228634,-0.22111136277943721,-0.14605202088685232,19.702,21.398827628252207,18.005172371747797,40.344908287232684,27.051913700386493,66.93089746092507
000776.SZ,20260604,19.21,19.54,18.93,19.15,19.28,-0.1300000000000025,-0.6742738589211751,564761.0,,tushare_legacy_get_k_data,43.537572049009505,-0.27853737746043805,-0.2325965657156374,-0.09188162348960133,19.601000000000003,21.17210025141619,18.029899748583816,47.42993885815511,33.84458875297603,74.60063906851327
000776.SZ,20260605,19.17,19.59,18.75,18.81,19.15,-0.3399999999999998,-1.7754569190600515,789893.0,,tushare_legacy_get_k_data,38.752215795169306,-0.2902634505530024,-0.24412994268311042,-0.09226701573978396,19.4935,20.96926793568637,18.01773206431363,43.08662590543673,36.92526780379626,55.40934210871768
000776.SZ,20260608,18.5,19.05,18.5,18.65,18.81,-0.1600000000000001,-0.8506113769271672,682673.0,,tushare_legacy_get_k_data,36.707510375476915,-0.3089062320294822,-0.25708520055238476,-0.10364206295419487,19.3745,20.71292407330413,18.036075926695872,36.16243379921676,36.67098980226976,35.14532179311075
000776.SZ,20260609,18.78,18.84,18.47,18.67,18.65,0.0200000000000031,0.10723860589814,375698.0,,tushare_legacy_get_k_data,37.15389300389486,-0.3183966593169849,-0.2693474923053048,-0.09809833402336021,19.256500000000003,20.390876921485987,18.12212307851402,32.09726991573135,35.14641650675696,25.998976733680152
000776.SZ,20260610,18.57,19.17,18.51,19.06,18.67,0.389999999999997,2.0889126941617406,720209.0,,tushare_legacy_get_k_data,45.261087071734956,-0.29109261620244453,-0.27369651708473275,-0.034792198235423566,19.167,20.03570248071479,18.298297519285214,38.95770375334469,36.41684558895287,44.03942008212833
000776.SZ,20260611,19.0,19.56,18.81,19.15,19.06,0.0899999999999998,0.4721930745015732,692817.0,,tushare_legacy_get_k_data,46.9614681685738,-0.25920377768019875,-0.270797969203826,0.023188383047254457,19.107,19.785530765698965,18.428469234301033,46.209897740325005,39.68119630607691,59.26730060882119
000776.SZ,20260612,19.15,20.27,19.09,20.08,19.15,0.9299999999999996,4.85639686684073,1253574.0,,tushare_legacy_get_k_data,60.586096671522405,-0.1570777215424819,-0.24805391967155718,0.18195239625815057,19.113999999999997,19.828685945013625,18.39931405498637,60.621413308364794,46.66126864017287,88.54170264474864
000776.SZ,20260615,20.1,21.5,20.1,20.83,20.08,0.75,3.735059760956175,1365126.0,,tushare_legacy_get_k_data,67.77535806266556,-0.015445310362874665,-0.20153219780982068,0.37217377489389203,19.172,20.18413833046675,18.15986166953325,66.37687179853582,53.23313635962718,92.66434267635307
000776.SZ,20260616,20.81,21.55,20.68,21.5,20.83,0.6700000000000017,3.2165146423427835,1159188.0,,tushare_legacy_get_k_data,72.58602285454205,0.14914356233183668,-0.13139704578148922,0.5610812162266519,19.271499999999996,20.701846461526017,17.841153538473975,77.04345565789833,61.1699094590509,108.7905480555932
000776.SZ,20260617,21.49,21.7,21.25,21.42,21.5,-0.0799999999999983,-0.372093023255806,711954.0,,tushare_legacy_get_k_data,71.21888584947163,0.2700135501999803,-0.05111492658519532,0.6422569535703513,19.371,21.081109937986447,17.66089006201355,81.80606022188064,68.04862637999415,109.32092790565363
000776.SZ,20260618,21.31,21.59,20.6,20.64,21.42,-0.7800000000000011,-3.6414565826330585,1040995.0,,tushare_legacy_get_k_data,59.45984024375035,0.29941295892630393,0.018990650517104527,0.5608446168183988,19.436999999999998,21.23383165599897,17.640168344001026,76.931594327487,71.00961569582509,88.77555159081084
000776.SZ,20260622,20.76,22.7,20.56,22.7,20.64,2.0599999999999987,9.980620155038752,1948458.0,,tushare_legacy_get_k_data,72.41427773748009,0.48336505455032963,0.11186553132374955,0.7429990464531602,19.6195,21.8987233326289,17.340276667371096,84.62106288499135,75.54676475888051,102.76965913721301
000776.SZ,20260623,23.5,24.12,23.15,23.32,22.7,0.620000000000001,2.731277533039652,2981827.0,,tushare_legacy_get_k_data,75.00324138796526,0.6714373225799761,0.2237798895749949,0.8953148660099625,19.8355,22.605016022701438,17.06598397729856,84.9939587385385,78.69582941876651,97.59021737808249
000776.SZ,20260624,23.17,23.67,22.42,22.66,23.32,-0.6600000000000001,-2.8301886792452833,1977817.0,,tushare_legacy_get_k_data,67.71741385016539,0.7584861100951699,0.3307211336790299,0.85552995283228,20.011,23.019088429551232,17.002911570448767,80.83087519166847,79.40751134306716,83.67760288887109
000776.SZ,20260625,22.55,23.62,22.25,23.14,22.66,0.4800000000000004,2.11827007943513,1898342.0,,tushare_legacy_get_k_data,69.99987748960321,0.8563336090304929,0.43584362874932253,0.8409799605623408,20.2245,23.474733683906436,16.974266316093562,80.72621633056227,79.8470796722322,82.4844896472224
000776.SZ,20260626,23.02,23.52,22.22,22.35,23.14,-0.7899999999999991,-3.4140017286084663,1271465.0,,tushare_legacy_get_k_data,62.204647712415955,0.8602160243327468,0.5207181078660074,0.6789958329334789,20.414499999999997,23.695106498804755,17.13389350119524,72.47419397161862,77.389451105361,62.64367970413386
000776.SZ,20260629,22.46,23.86,22.46,23.26,22.35,0.91,4.0715883668903805,1398661.0,,tushare_legacy_get_k_data,66.7921044357785,0.9260473636797251,0.6017839590287509,0.6485268093019483,20.633,24.057319494439735,17.208680505560263,73.59702819081691,76.12531013384631,68.54046430475813
000776.SZ,20260630,23.14,24.0,23.14,23.4,23.26,0.139999999999997,0.6018916595012769,1162439.0,,tushare_legacy_get_k_data,67.4467397055858,0.9782394687102105,0.6770750609650429,0.6023288154903352,20.853,24.392814119413618,17.313185880586385,75.65644576017006,75.96902200928756,75.03129326193505
000776.SZ,20260701,23.38,25.43,23.05,24.86,23.4,1.4600000000000009,6.239316239316244,1946514.0,,tushare_legacy_get_k_data,73.34747250467821,1.1244499274240063,0.7665500342568357,0.7157997863343413,21.146499999999996,24.98091925198588,17.31208074801411,79.86952646845013,77.26919016234174,85.0701990806669
000776.SZ,20260702,24.59,24.9,23.69,23.78,24.86,-1.0799999999999983,-4.344328238133541,1312368.0,,tushare_legacy_get_k_data,64.09251637691514,1.140034190776138,0.8412468655606962,0.5975746504308836,21.3715,25.269008306597947,17.473991693402056,75.28604981538018,76.60814338002122,72.64186268609811
000776.SZ,20260703,23.92,24.16,23.3,23.72,23.78,-0.0600000000000022,-0.2523128679562753,933001.0,,tushare_legacy_get_k_data,63.61229394061998,1.1344659162995896,0.8998906757084749,0.46915048118222935,21.6,25.485588758476634,17.71441124152337,65.76702386445906,72.99443687483384,51.3121978437095
